TemplateType=shoes	Version=2017.0223	Le prime 3 righe sono destinate a uso esclusivo di Amazon.com. Non modificare, né cancellarle prime 3 righe.								Offerta-Informazioni sull'offerta - Attributi obbligatori per rendere il prodotto acquistabile dai clienti sul sito.												Dimensioni-Dimensioni del prodotto - Attributi che specificano le dimensioni e il peso di un prodotto.								Scoperta-Informazioni sulla scoperta del prodotto - Questi attributi influiscono sulla modalit? in cui il cliente pu? trovare i prodotti sul sito mediante navigazione o ricerca.		"Immagini-Informazioni sull'immagine. Si veda la scheda ""Istruzioni per l'immagine"", per maggiori dettagli."										Metodo di gestione-utilizza queste colonne per fornire informazioni riguardanti il metodo di  gestione delle offerte (tramite Logistica di Amazon o auto-gestite dal venditore stesso).							Varianti-Informazioni varianti - Popolare questi attributi se il prodotto ? disponibile in diverse varianti (Per esempio: colore o wattaggio).				Conformit?-Informazioni di conformit? - Attributi utilizzati per conformit? alle leggi a tutela del consumatore nel Paese o nella regione in cui ? venduto l'articolo.	Non raggruppati - Questi attributi di creare elenchi di prodotti ricche per i vostri acquirenti.																			
SKU venditore	Codice prodotto standard	Tipo codice prodotto	Titolo articolo	Marca	Descrizione articolo	Tipo di prodotto	Aggiornamento - Eliminazione	Codice articolo del produttore	Numero di modello	Prezzo articolo	Quantit?	Prezzo scontato	Data inizio sconto	Data fine sconto	Quantit? prodotti per ordine	Disponibilit? messaggio auguri	Disponibilit? confezione regalo	Produzione interrotta	Tempo di evasione ordine	Gruppo Spedizione venditore	Codice fiscale prodotto	Unit? di misura peso di spedizione	Peso di spedizione	Lunghezza articolo	Altezza articolo	Larghezza articolo	Unit? di misura dimensioni del prodotto	Peso articolo	Unit? di misura del peso dell'articolo	Browse node raccomandato	Termini di ricerca	URL immagine principale	URL altre immagini1	URL altre immagini2	URL altre immagini3	URL altre immagini4	URL altre immagini5	URL altre immagini6	URL altre immagini7	URL altre immagini8	URL immagine campione	Altezza pacco	Larghezza pacco	Lunghezza pacco	Unit? di misura dimensioni collo	Peso pacco	Unit? di misura peso collo	Numero centro di distribuzione	Parentela	"SKU ""parent"""	Tipo di relazione	Tema variante	Paese di origine	Genere	Anno del modello	Nome modello	Stile	Colore	Mappatura colore	Taglia	Materiale esterno	Collezione	Stagione	Larghezza Scarpa	Mappatura taglia	Composizione materiale	Materiale interno	Materiale suola	Tipo di tacco	Tipo di chiusura	Tipo di sport	Altezza tacco	Unit? di misura dimensioni scarpa
fines-ToteBag-BGE-BNKP			The Only Thing We Have To Fear Is Fear Itself (And Running Out Of Coffee) Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKP	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, morning, sleep, tired, energy, coffee, cozy, workmotivation, you, can, do, it, best, winner, smartnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/243987.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKO			E=MC2 That Means Energy=Milk+Coffee2 Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKO	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, morning, sleep, tired, energy, coffee, cozy, workmotivation, you, can, do, it, best, winner, smartnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/243997.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKN			I Can't Adult Today. Tomorrow Doesn't Look Good Either  Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKN	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, morning, sleep, tired, energy, coffee, cozy, workmotivation, you, can, do, it, best, winner, losernerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/244007.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKM			Lord, Give Me Coffee Change Things That I Can't Accept And Wine To Accept Things That I Can't Change Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKM	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, morning, sleep, tired, energy, coffee, cozy, workmotivation, you, can, do, it, best, winner, losernerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/244017.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKL			Teenage Daughter Survivor Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKL	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, family, father, mother, emotion, angry, boyfriendparty, celebrate, young, free, wild, college, funnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/244027.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKK			Wine Reduces My Risk Of Giving A Shit Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKK	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, booze, drunk, wasted, beer, fun, bar, wine, alcoparty, celebrate, young, free, wild, college, funnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/244037.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKJ			The Trouble With Trouble Is It Always Starts As Fun Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKJ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, booze, drunk, wasted, beer, fun, bar, wine, alcoparty, celebrate, young, free, wild, college, funnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/244047.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKI			Help Me I'm Sober Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKI	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, booze, drunk, wasted, beer, fun, bar, wine, alcoparty, celebrate, young, free, wild, college, funnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/244057.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKH			I Take Baths Because Drinking Wine In The Shower Is Too Hard Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKH	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, booze, drunk, wasted, beer, fun, bar, wine, alcoparty, celebrate, young, free, wild, college, funnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/244067.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKG			Alcohol Now You Latter Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKG	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, booze, drunk, wasted, beer, fun, bar, wine, alcoparty, celebrate, young, free, wild, college, funnerd, smart, hipster, vintage, awesome, best, top	http://79.98.29.171/media/generated_images/244077.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKF			My Patronus Is Cat Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKF	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, harry, potter, azkaban, prison, hogwarts, wizardbook, ron, hermione, series, movie, snape, alwaysmagic, spell, fight, wand, phoenix, evil, charm	http://79.98.29.171/media/generated_images/244087.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKE			I'm A Keeper Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKE	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, harry, potter, azkaban, prison, hogwarts, wizardbook, ron, hermione, series, movie, snape, alwaysmagic, spell, fight, wand, phoenix, evil, charm	http://79.98.29.171/media/generated_images/244097.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKD			After All This Time? Always. Snape Patronus Doe Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKD	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, harry, potter, azkaban, prison, hogwarts, wizardbook, ron, hermione, series, movie, snape, alwaysmagic, spell, fight, wand, phoenix, evil, charm	http://79.98.29.171/media/generated_images/244107.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKC			A Man Looking Scared In Snowstorm Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKC	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, comedy, crime, drama, fargo, murder, Minnesotainvestigate, homicide, Deputy, officer, survivorfrozen, mystery, Malvo, Nygaard, insurance	http://79.98.29.171/media/generated_images/244117.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKB			Crime Scene With A Car In Winter Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKB	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, comedy, crime, drama, fargo, murder, Minnesotainvestigate, homicide, Deputy, officer, survivorfrozen, mystery, Malvo, Nygaard, insurance	http://79.98.29.171/media/generated_images/244127.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNKA			Man With A Green Jacket Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNKA	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, comedy, crime, drama, fargo, murder, Minnesotainvestigate, homicide, Deputy, officer, survivorfrozen, mystery, Malvo, Nygaard, insurance	http://79.98.29.171/media/generated_images/244137.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNJZ			Man With A Gun Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNJZ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, comedy, crime, drama, fargo, murder, Minnesotainvestigate, homicide, Deputy, officer, survivorfrozen, mystery, Malvo, Nygaard, insurance	http://79.98.29.171/media/generated_images/244147.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNJY			Yuri Katsuki And Victor Nikiforov Beautifully Skating Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNJY	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, ice, skating, grand, prix, award, Yuri, On, Icenerd, win, game, russian, retire, crash, friendsmovie, series, episode, season, cool, sport	http://79.98.29.171/media/generated_images/244157.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNJX			Viktor Nikiforov Skating Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNJX	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, ice, skating, grand, prix, award, Yuri, On, Icenerd, win, game, russian, retire, crash, friendsmovie, series, episode, season, cool, sport	http://79.98.29.171/media/generated_images/244167.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNJW			Viktor Nikiforov Pencil Portrait  Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNJW	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, ice, skating, grand, prix, award, Yuri, On, Icenerd, win, game, russian, retire, crash, friendsmovie, series, episode, season, cool, sport	http://79.98.29.171/media/generated_images/244177.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNJV			Yuri Katsuki In Action Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNJV	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, ice, skating, grand, prix, award, Yuri, On, Icenerd, win, game, russian, retire, crash, friendsmovie, series, episode, season, cool, sport	http://79.98.29.171/media/generated_images/244187.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNJU			Figure Skater Yuri Katsuki Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNJU	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, ice, skating, grand, prix, award, Yuri, On, Icenerd, win, game, russian, retire, crash, friendsmovie, series, episode, season, cool, sport	http://79.98.29.171/media/generated_images/244197.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNJT			Yuri Katsuki And Victor Nikiforov Together Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNJT	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, ice, skating, grand, prix, award, Yuri, On, Icenerd, win, game, russian, retire, crash, friendsmovie, series, episode, season, cool, sport	http://79.98.29.171/media/generated_images/244207.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNJS			Yuri Katsuki Standing With Blue Jacket Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNJS	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, ice, skating, grand, prix, award, Yuri, On, Icenerd, win, game, russian, retire, crash, friendsmovie, series, episode, season, cool, sport	http://79.98.29.171/media/generated_images/244217.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNJR			Yuri Katsuki Flower Crown Awkward Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNJR	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, ice, skating, grand, prix, award, Yuri, On, Icenerd, win, game, russian, retire, crash, friendsmovie, series, episode, season, cool, sport	http://79.98.29.171/media/generated_images/244227.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BNJQ			Viktor Nikiforov Flower Crown 2 Sassy 4 You Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BNJQ	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, ice, skating, grand, prix, award, Yuri, On, Icenerd, win, game, russian, retire, crash, friendsmovie, series, episode, season, cool, sport	http://79.98.29.171/media/generated_images/244237.png																					Lituania					Beige	Beige	one size					one size								
fines-ToteBag-BGE-BMUU			Every Day May Not Be Good But There's Good In Every Day Sacchetto di cotone tela di canapa	Finest Prints	Una borsa per generi alimentari, andare in spiaggia e portare cose in giro.	Handbag	Update		fines-ToteBag-BGE-BMUU	12.95	9999																			700516031	Eco, cotone, puro, biologico, Naturale, hipster, vegano, tela, travel, hike, trip, forest, ride, drive, exploremotivation, you, can, do, it, best, winner, loservintage, hipster, trend, nerd, awesome, cool	http://79.98.29.171/media/generated_images/244247.png																					Lituania					Beige	Beige	one size					one size								
